f4c3d5f1-8335-4934-b41e-0367ff7d131f,,,,,,,,,,,,,,,,,,
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,C1,C1,C1,C1,C1,C1,C1,C2,C2,C2,C2,C3,C3,C3,C3,C3,C3,W
W,C1,C1,C1,C1,C1,C1,C1,C2,C2,C2,C2,C3,C3,C3,C3,C3,C3,W
W,C1,C1,C1,C1,C1,C1,C1,C2,C2,C2,C2,C3,C3,C3,C3,C3,C3,W
W,C1,C1,C1,C1,C1,C1,C1,C2,C2,C2,C2,C3,C3,C3,C3,C3,C3,W
W,C1,C1,C1,C1,C1,C1,C1,C2,C2,C2,W,C3,C3,C3,C3,C3,C3,W
W,C1,C1,C1,C1,C1,C1,C1,C2,C2,C2 P2D4,C2,C3,C3,C3,C3,C3,C3,W
W,C1,C1,C1,C1,C1,C1,C1,W,W,C8,W,C3,C3,C3,C3,C3,C3,W
W,C1,C1,C1,C1,C1,C1,C1,C7,W,C8,C8,C3,C3,C3,C3,C3,C3,W
W,W,W,W,W,W,W,W,C7,W,C8,W,W,W,W,W,W,W,W
W,C6,C6,C6,C6,C6,C6,C7,C7,W,C8,C4,C4,C4,C4,C4,C4,C4,W
W,C6,C6,C6,C6,C6,C6,W,C7,W,W,C4,C4,C4,C4,C4,C4,C4,W
W,C6,C6,C6,C6,C6,C6,C5,C5 P1U4,C5,C5,C4,C4,C4,C4,C4,C4,C4,W
W,C6,C6,C6,C6,C6,C6,W,C5,C5,C5,C4,C4,C4,C4,C4,C4,C4,W
W,C6,C6,C6,C6,C6,C6,C5,C5,C5,C5,C4,C4,C4,C4,C4,C4,C4,W
W,C6,C6,C6,C6,C6,C6,C5,C5,C5,C5,C4,C4,C4,C4,C4,C4,C4,W
W,C6,C6,C6,C6,C6,C6,C5,C5,C5,C5,C4,C4,C4,C4,C4,C4 F,C4,W
W,C6,C6,C6,C6,C6,C6,C5,C5,C5,C5,C4,C4,C4,C4,C4,C4,C4,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
