d850ac21-6082-47db-ad35-c9d0c2b9fc81,,,,,,,,,,,,,,,,,,
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,C1,C1,C1,C1,C2,C2,C2,C2,C2 P2L2,C2,C2,C2,C2,C3,C3,C3,C3,W
W,C1,C1,C1,C1,C2,C2,C2,C2,C2,C2,C2,C2,C2,C3,C3,C3,C3,W
W,C1,C1,W,W,W,W,W,W,W,W,W,W,W,W,W,C3,C3,W
W,C1,C1,W,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,W,C3,C3,W
W,C8,C8,W,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,W,C4,C4,W
W,C8,C8,W,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,W,C4,C4,W
W,C8,C8,W,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,W,C4,C4,W
W,C8,C8,W,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,W,C4,C4,W
W,C8,C8,W,C9,C9,C9,C9,C9,W,C9,C9,C9,C9,C9,W,C4,C4,W
W,C8,C8,W,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,W,C4,C4,W
W,C8,C8,W,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,W,C4,C4,W
W,C8,C8,W,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,W,C4,C4,W
W,C8,C8,W,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,W,C4,C4,W
W,C7,C7,W,C9,C9,C9,C9,C9,C9 P1R2,C9,C9,C9,C9,C9 F,W,C5,C5,W
W,C7,C7,W,W,W,W,W,W,W,W,W,W,W,W,W,C5,C5,W
W,C7,C7,C7,C7,C6,C6,C6,C6,C6,C6,C6,C6,C6,C5,C5,C5,C5,W
W,C7,C7,C7,C7,C6,C6,C6,C6,C6,C6,C6,C6,C6,C5,C5,C5,C5,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
