f2b13b27-d1c0-4e2b-ad79-5ff4fcf1a696,,,,,,,,,,,,,,,,,,
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,C1,C1,C2,C2 P1R3,C3,C3,C3,C3,W,C7,C7,C7,C7,C8,C8,C9,C9,W
W,C1,W,W,C2,W,W,W,C3,W,C7,W,W,W,C8,W,W,C9,W
W,C1,C1,C2,C2,C2,C4,C4,C4,C4,C4,C4,C4,C8,C8,C8,C9,C9,W
W,C1,W,W,C2,W,C5,W,W,W,W,W,C6,W,C8,W,W,C9,W
W,C1,C1,C2,C2,W,C5,C5,C5,W,C6,C6,C6,W,C8,C8,C9,C9,W
W,W,W,W,C10,W,W,W,C16,W,C16,W,W,W,C11,W,W,W,W
W,W,W,W,C10,W,C14,C14,C16,C16 F,C16,C15,C15,W,C11,W,W,W,W
W,W,W,W,C10,W,C14,W,W,W,W,W,C15,W,C11,W,W,W,W
W,C12,C12,C10,C10,C14,C14,W,C17,C17,C17,W,C15,C15,C11,C11,C13,C13,W
W,C12,W,W,C10,W,W,W,C17,C17,C17,W,W,W,C11,W,W,C13,W
W,C12,C12,C10,C10,C17,C17,C17,C17,C17,C17,C17,C17,C11,C11 P2L3,C11,C13,C13,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
